customer_id,gender,senior,tenure_months,monthly_charges,total_charges,contract,payment_method,num_services,churn
CUST-05697,Male,1,23,31.41,681.9,Two year,Electronic check,8,0
CUST-05698,Female,0,45,112.63,5291.66,Two year,Credit card,5,0
CUST-05699,Female,1,57,67.7,3556.7,One year,Bank transfer,5,0
CUST-05700,Male,0,18,101.71,1995.63,One year,Mailed check,5,0
CUST-05701,Female,0,24,90.81,2355.65,Month-to-month,Bank transfer,2,0
CUST-05702,Female,0,19,60.04,1060.83,One year,Bank transfer,1,0
CUST-05703,Male,1,37,71.81,2819.64,Month-to-month,Credit card,2,0
CUST-05704,Female,0,50,99.03,4754.65,Two year,Mailed check,2,0
CUST-05705,Female,1,56,114.84,6738.66,Two year,Credit card,8,0
CUST-05706,Male,1,55,36.18,1899.89,One year,Electronic check,5,0
CUST-05707,Female,1,25,115.63,2766.2,One year,Electronic check,1,0
CUST-05708,Female,0,38,81.81,3176.23,Two year,Credit card,1,0
CUST-05709,Male,0,17,25.34,435.52,One year,Credit card,8,1
CUST-05710,Male,0,21,49.1,1111.33,One year,Electronic check,4,0
CUST-05711,Female,0,67,59.94,4028.38,One year,Credit card,8,0
CUST-05712,Female,0,61,22.95,1384.98,One year,Electronic check,3,0
CUST-05713,Female,0,53,59.18,3309.58,Month-to-month,Credit card,4,0
CUST-05714,Female,0,72,49.58,,One year,Mailed check,4,0
CUST-05715,Male,1,67,90.42,6628.7,Two year,Mailed check,5,0
CUST-05716,Female,1,30,74.21,2327.66,One year,Credit card,6,0
CUST-05717,Female,0,69,86.25,5428.54,Two year,Bank transfer,4,0
CUST-05718,Female,0,23,52.45,1307.39,Month-to-month,Credit card,2,0
CUST-05719,Female,0,44,62.66,2593.44,One year,Electronic check,2,0
CUST-05720,Male,0,57,93.06,5221.83,Two year,Bank transfer,5,0
CUST-05721,Female,0,59,118.64,6891.69,One year,Bank transfer,2,0
CUST-05722,Male,0,36,114.9,,Month-to-month,Bank transfer,1,0
CUST-05723,Male,0,36,20.4,758.95,Month-to-month,Credit card,1,0
CUST-05724,Male,1,26,117.55,3066.65,Month-to-month,Mailed check,7,1
CUST-05725,Male,1,7,92.27,707.55,One year,Mailed check,8,0
CUST-05726,Female,0,17,20.65,361.7,One year,Electronic check,8,0
CUST-05727,Female,0,68,119.34,7622.62,One year,Electronic check,4,0
CUST-05728,Female,0,42,31.84,1461.12,Two year,Electronic check,1,0
CUST-05729,Male,0,64,39.27,2305.15,Two year,Credit card,5,0
CUST-05730,Male,0,4,55.14,234.91,Two year,Electronic check,7,0
CUST-05731,Female,1,14,22.22,283.15,One year,Mailed check,1,0
CUST-05732,Male,1,45,43.95,1852.44,Month-to-month,Credit card,8,1
CUST-05733,Male,0,8,97.17,851.87,One year,Mailed check,2,1
CUST-05734,Female,0,66,76.07,5145.55,One year,Mailed check,4,1
CUST-05735,Male,0,28,28.72,860.62,Month-to-month,Credit card,7,0
CUST-05736,Male,0,64,35.49,2261.9,One year,Electronic check,7,0
CUST-05737,Female,0,9,118.04,,One year,Electronic check,6,0
CUST-05738,Male,0,37,104.3,3656.26,Month-to-month,Credit card,3,1
CUST-05739,Male,0,67,104.62,6667.47,Month-to-month,Mailed check,8,0
CUST-05740,Male,0,57,78.99,4541.81,One year,Credit card,6,0
CUST-05741,Female,1,65,21.3,1296.69,Month-to-month,Bank transfer,1,1
CUST-05742,Male,1,57,31.75,1718.67,One year,Credit card,2,0
CUST-05743,Male,0,44,114.95,4993.24,One year,Bank transfer,7,0
CUST-05744,Female,1,9,65.74,547.92,Two year,Credit card,5,0
CUST-05745,Female,0,44,40.98,1698.34,Two year,Mailed check,1,0
CUST-05746,Female,0,8,74.6,618.5,Two year,Credit card,1,0
CUST-05747,Female,1,57,110.84,6667.85,Two year,Credit card,5,0
CUST-05748,Female,1,32,101.4,2962.32,Two year,Bank transfer,2,0
CUST-05749,Male,0,33,101.57,3601.58,Two year,Credit card,3,0
CUST-05750,Male,0,53,47.29,2420.31,Month-to-month,Credit card,4,0
CUST-05751,Female,0,17,60.57,1117.91,Month-to-month,Mailed check,8,0
CUST-05752,Male,0,11,113.32,1322.41,Month-to-month,Bank transfer,1,0
CUST-05753,Male,0,36,47.42,1694.21,Two year,Electronic check,5,0
CUST-05754,Male,0,57,19.67,1026.2,One year,Credit card,2,0
CUST-05755,Male,0,29,27.21,818.96,Two year,Mailed check,6,1
CUST-05756,Female,0,7,106.81,687.06,Two year,Electronic check,4,0
CUST-05757,Male,0,30,90.1,2666.58,One year,Mailed check,6,0
CUST-05758,Female,0,4,44.63,161.83,One year,Bank transfer,8,0
CUST-05759,Female,0,1,26.81,27.76,Two year,Mailed check,2,1
CUST-05760,Male,0,24,109.55,2887.8,One year,Mailed check,7,1
CUST-05761,Female,1,58,106.43,5981.18,One year,Mailed check,4,0
CUST-05762,Male,0,16,107.75,1821.38,One year,Electronic check,2,1
CUST-05763,Male,0,64,31.18,1905.89,One year,Mailed check,7,0
CUST-05764,Male,0,39,73.09,2711.23,One year,Bank transfer,3,0
CUST-05765,Male,0,48,21.18,1087.39,One year,Bank transfer,8,0
CUST-05766,Male,1,1,54.24,49.5,One year,Bank transfer,1,0
CUST-05767,Male,0,48,33.32,1668.08,Two year,Bank transfer,1,0
CUST-05768,Male,0,22,45.09,1001.42,Two year,Credit card,4,0
CUST-05769,Male,1,5,118.93,,One year,Credit card,6,1
CUST-05770,Male,0,28,111.4,3306.33,Two year,Credit card,4,0
CUST-05771,Female,0,70,114.1,8707.5,One year,Mailed check,1,0
CUST-05772,Male,1,10,36.84,387.97,One year,Electronic check,3,0
CUST-05773,Male,0,12,59.12,728.73,Month-to-month,Bank transfer,5,1
CUST-05774,Male,0,67,119.27,7344.94,Two year,Mailed check,8,0
CUST-05775,Male,0,0,70.11,0.0,Two year,Electronic check,4,0
CUST-05776,Female,0,49,81.63,3857.46,One year,Bank transfer,5,0
CUST-05777,Female,1,42,75.85,3047.3,One year,Credit card,2,1
CUST-05778,Male,0,66,40.2,2503.23,One year,Electronic check,8,0
CUST-05779,Male,0,39,42.73,1574.32,One year,Bank transfer,3,0
CUST-05780,Male,0,58,62.14,3826.25,Month-to-month,Electronic check,7,0
CUST-05781,Female,0,45,58.47,,Month-to-month,Electronic check,2,1
CUST-05782,Male,0,40,88.64,3606.49,One year,Mailed check,8,0
CUST-05783,Female,0,67,38.92,2720.52,Month-to-month,Mailed check,1,0
CUST-05784,Male,0,51,84.62,3895.28,Month-to-month,Bank transfer,6,1
CUST-05785,Female,0,61,86.96,5384.41,One year,Mailed check,7,0
CUST-05786,Female,1,61,91.09,5474.75,Two year,Mailed check,6,1
CUST-05787,Male,0,68,68.3,5016.37,Two year,Bank transfer,1,0
CUST-05788,Male,0,70,26.69,1987.91,Two year,Electronic check,6,0
CUST-05789,Female,1,22,89.2,2020.83,Month-to-month,Bank transfer,2,0
CUST-05790,Male,0,50,115.27,,Month-to-month,Bank transfer,7,0
CUST-05791,Female,0,15,119.52,1740.3,One year,Electronic check,7,1
CUST-05792,Female,0,47,61.21,2800.07,Month-to-month,Bank transfer,2,0
CUST-05793,Female,0,45,42.41,1930.33,Month-to-month,Credit card,7,0
CUST-05794,Female,0,8,81.21,620.95,One year,Mailed check,4,1
CUST-05795,Female,1,9,98.35,830.95,Month-to-month,Mailed check,2,1
CUST-05796,Male,0,57,92.71,4886.05,Two year,Electronic check,1,1
CUST-05797,Male,0,17,30.4,543.11,Two year,Credit card,3,0
CUST-05798,Male,1,0,97.95,0.0,Two year,Credit card,4,1
CUST-05799,Female,1,61,87.06,,Month-to-month,Credit card,3,0
CUST-05800,Male,0,70,41.2,2603.7,Two year,Electronic check,7,0
CUST-05801,Female,0,5,81.24,440.65,Two year,Bank transfer,8,1
CUST-05802,Male,1,48,59.07,2661.09,Month-to-month,Electronic check,6,0
CUST-05803,Male,0,55,31.57,1907.15,Two year,Electronic check,3,1
CUST-05804,Female,0,26,53.51,1266.03,One year,Credit card,4,0
CUST-05805,Female,0,0,106.69,0.0,Two year,Electronic check,5,1
CUST-05806,Female,1,14,65.5,985.92,One year,Electronic check,2,0
CUST-05807,Male,0,15,70.4,1073.45,Two year,Credit card,1,0
CUST-05808,Male,1,1,25.16,26.17,Two year,Electronic check,7,0
CUST-05809,Female,1,43,42.14,1853.45,Month-to-month,Bank transfer,3,1
CUST-05810,Male,0,25,67.56,1673.0,Month-to-month,Bank transfer,7,0
CUST-05811,Female,1,10,34.64,328.52,One year,Electronic check,4,0
CUST-05812,Female,0,3,60.12,173.62,Month-to-month,Electronic check,2,1
CUST-05813,Male,1,70,85.83,6550.74,Two year,Credit card,5,0
CUST-05814,Female,0,30,74.93,2412.64,One year,Electronic check,7,0
CUST-05815,Male,1,65,28.05,1967.92,Month-to-month,Mailed check,6,0
CUST-05816,Male,1,49,102.75,4736.74,Two year,Bank transfer,7,0
CUST-05817,Male,0,52,111.25,5643.84,One year,Electronic check,5,0
CUST-05818,Female,0,21,119.96,2619.46,Two year,Electronic check,5,0
CUST-05819,Female,1,58,28.56,1734.98,Two year,Credit card,8,0
CUST-05820,Male,1,28,30.88,911.71,Month-to-month,Bank transfer,7,0
CUST-05821,Male,1,7,33.82,224.37,One year,Electronic check,8,1
CUST-05822,Female,0,5,31.52,162.56,Month-to-month,Bank transfer,7,1
CUST-05823,Male,0,66,119.39,7384.04,One year,Electronic check,4,0
CUST-05824,Male,0,10,91.66,982.56,One year,Mailed check,6,0
CUST-05825,Male,0,60,56.13,3629.35,Two year,Bank transfer,1,0
CUST-05826,Female,1,72,27.89,1840.32,Two year,Bank transfer,2,0
CUST-05827,Female,0,5,57.63,,Month-to-month,Mailed check,4,1
CUST-05828,Male,0,55,69.28,3601.8,Two year,Bank transfer,6,0
CUST-05829,Female,1,58,112.48,6513.82,Two year,Mailed check,6,1
CUST-05830,Female,0,47,106.33,5158.72,One year,Credit card,7,0
CUST-05831,Male,0,20,103.58,2130.91,Month-to-month,Credit card,1,1
CUST-05832,Female,0,8,106.15,840.42,One year,Bank transfer,1,0
CUST-05833,Female,1,30,21.25,,Month-to-month,Credit card,3,0
CUST-05834,Male,0,10,33.82,345.12,One year,Electronic check,6,0
CUST-05835,Female,0,3,32.94,91.94,One year,Credit card,4,1
CUST-05836,Male,0,52,27.1,1330.86,Two year,Credit card,7,0
CUST-05837,Male,0,14,98.57,1345.98,Month-to-month,Bank transfer,2,1
CUST-05838,Female,0,23,50.8,1163.92,Month-to-month,Mailed check,2,0
CUST-05839,Female,1,63,48.09,2740.65,Two year,Mailed check,3,0
CUST-05840,Female,0,68,113.01,8370.27,Month-to-month,Bank transfer,1,0
CUST-05841,Female,0,30,119.84,3632.78,Month-to-month,Mailed check,2,0
CUST-05842,Female,1,49,62.2,2776.48,Month-to-month,Electronic check,5,0
CUST-05843,Female,0,23,100.58,2276.89,Month-to-month,Credit card,3,1
CUST-05844,Female,0,63,119.23,7187.02,One year,Bank transfer,1,0
CUST-05845,Female,0,1,35.71,35.04,Two year,Credit card,7,0
CUST-05846,Female,0,32,85.74,2935.32,Two year,Bank transfer,3,0
CUST-05847,Female,0,6,42.84,266.9,Two year,Credit card,7,0
CUST-05848,Female,1,47,22.91,1118.98,Month-to-month,Bank transfer,5,1
CUST-05849,Male,0,7,86.33,659.92,Two year,Electronic check,5,0
CUST-05850,Male,1,45,106.85,4747.15,Month-to-month,Credit card,4,0
CUST-05851,Male,0,55,87.06,4765.67,Month-to-month,Mailed check,4,0
CUST-05852,Male,1,35,58.8,2038.29,Month-to-month,Credit card,2,1
CUST-05853,Male,0,13,83.51,1030.5,One year,Bank transfer,1,0
CUST-05854,Male,0,37,111.62,4366.2,Month-to-month,Credit card,6,0
CUST-05855,Female,0,33,60.25,2162.97,One year,Bank transfer,7,0
CUST-05856,Male,0,0,40.78,0.0,One year,Bank transfer,2,1
CUST-05857,Female,0,8,45.66,333.94,One year,Bank transfer,1,0
CUST-05858,Male,1,54,72.2,4247.63,One year,Bank transfer,1,0
CUST-05859,Male,1,37,21.72,819.26,One year,Mailed check,6,0
CUST-05860,Female,1,20,67.78,1279.79,One year,Electronic check,4,0
CUST-05861,Female,0,68,105.93,6509.76,Month-to-month,Electronic check,1,1
CUST-05862,Male,0,23,38.52,958.28,One year,Bank transfer,8,0
CUST-05863,Male,0,17,23.43,365.22,Two year,Credit card,1,1
CUST-05864,Male,1,2,99.95,191.45,One year,Bank transfer,1,0
CUST-05865,Male,0,48,43.96,2111.96,Two year,Credit card,7,0
CUST-05866,Male,0,45,64.75,2950.37,Two year,Mailed check,3,0
CUST-05867,Male,0,43,101.99,4421.87,One year,Mailed check,2,1
CUST-05868,Male,0,35,26.64,891.42,Month-to-month,Bank transfer,2,0
CUST-05869,Female,0,43,73.56,3064.86,Two year,Credit card,1,0
CUST-05870,Female,1,67,116.07,7610.99,One year,Mailed check,7,1
CUST-05871,Female,1,16,34.01,522.02,Month-to-month,Credit card,7,0
CUST-05872,Female,1,52,55.3,3103.71,Two year,Bank transfer,5,0
CUST-05873,Male,0,12,92.42,1148.94,One year,Bank transfer,5,0
CUST-05874,Female,0,2,104.03,225.14,Month-to-month,Bank transfer,7,0
CUST-05875,Male,0,30,79.68,2252.63,One year,Bank transfer,6,0
CUST-05876,Female,0,8,48.62,359.86,Two year,Credit card,7,0
CUST-05877,Male,1,53,63.03,3514.09,Two year,Bank transfer,4,0
CUST-05878,Female,0,2,89.19,194.96,One year,Electronic check,3,0
CUST-05879,Female,0,9,42.59,381.05,Month-to-month,Electronic check,4,1
CUST-05880,Male,0,25,97.28,2618.08,Two year,Mailed check,1,1
CUST-05881,Male,0,8,41.28,326.87,One year,Mailed check,6,0
CUST-05882,Female,0,24,109.66,2824.21,Two year,Bank transfer,2,1
CUST-05883,Male,1,1,26.13,27.85,One year,Mailed check,2,1
CUST-05884,Female,0,49,108.26,5607.96,Two year,Credit card,5,0
CUST-05885,Male,0,45,112.64,5269.21,One year,Electronic check,1,0
CUST-05886,Female,0,3,72.48,200.01,One year,Mailed check,6,0
CUST-05887,Female,0,69,28.93,2074.98,Two year,Bank transfer,1,0
CUST-05888,Female,1,26,54.42,,One year,Bank transfer,2,1
CUST-05889,Female,0,67,50.32,3360.88,Two year,Electronic check,1,0
CUST-05890,Female,1,70,47.77,3456.55,Two year,Bank transfer,4,0
CUST-05891,Female,0,53,48.04,2407.57,Month-to-month,Credit card,6,1
CUST-05892,Male,1,6,73.27,480.64,One year,Credit card,6,0
CUST-05893,Female,0,71,54.33,3827.86,Month-to-month,Electronic check,2,0
CUST-05894,Female,1,51,65.78,3117.63,Two year,Credit card,3,0
CUST-05895,Female,0,21,51.09,1132.1,One year,Bank transfer,7,0
CUST-05896,Female,0,12,78.02,966.01,Month-to-month,Electronic check,4,1
CUST-05897,Female,0,70,31.3,2299.48,Month-to-month,Credit card,3,0
CUST-05898,Male,0,51,30.44,1523.54,Month-to-month,Electronic check,1,0
CUST-05899,Female,1,13,111.15,1424.65,Month-to-month,Electronic check,5,1
CUST-05900,Male,0,32,87.52,,Month-to-month,Credit card,3,1
CUST-05901,Male,0,44,49.82,2263.24,One year,Credit card,8,0
CUST-05902,Female,0,32,116.5,3691.8,Two year,Mailed check,1,0
CUST-05903,Female,0,54,70.64,3995.12,One year,Credit card,2,0
CUST-05904,Male,1,21,42.61,865.78,Two year,Electronic check,2,0
CUST-05905,Female,0,17,55.86,988.79,Two year,Electronic check,4,0
CUST-05906,Male,0,70,68.32,4390.36,Month-to-month,Electronic check,6,0
CUST-05907,Male,1,6,117.94,668.97,One year,Electronic check,8,0
CUST-05908,Female,1,12,60.64,703.38,One year,Credit card,2,0
CUST-05909,Female,0,16,38.04,651.54,One year,Electronic check,2,0
CUST-05910,Male,0,14,83.89,1209.28,Two year,Electronic check,2,0
CUST-05911,Female,0,58,68.91,3896.61,Two year,Mailed check,6,0
CUST-05912,Male,1,22,41.98,1014.27,One year,Bank transfer,6,1
CUST-05913,Male,1,2,59.67,107.43,Two year,Bank transfer,4,0
CUST-05914,Female,1,18,42.62,831.86,Month-to-month,Electronic check,1,0
CUST-05915,Female,1,31,33.74,944.86,One year,Mailed check,6,0
CUST-05916,Male,1,11,79.11,835.65,Month-to-month,Mailed check,8,0
CUST-05917,Male,0,21,75.69,1485.27,One year,Electronic check,2,1
CUST-05918,Male,0,24,70.32,1675.76,Two year,Credit card,6,0
CUST-05919,Male,0,59,74.51,4226.62,Two year,Electronic check,3,0
CUST-05920,Female,0,22,44.28,920.03,One year,Bank transfer,2,0
CUST-05921,Female,1,16,84.8,1372.67,Two year,Mailed check,4,0
CUST-05922,Male,0,34,85.85,3119.78,Two year,Credit card,4,1
CUST-05923,Female,1,35,107.56,4128.7,Month-to-month,Electronic check,6,0
CUST-05924,Female,0,16,113.35,1690.94,One year,Credit card,7,0
CUST-05925,Male,1,58,111.51,6822.41,Two year,Credit card,6,0
CUST-05926,Male,0,31,34.66,1106.14,One year,Electronic check,4,0
CUST-05927,Male,0,51,79.24,4065.49,Two year,Credit card,7,1
CUST-05928,Female,0,56,40.33,2199.9,Two year,Electronic check,7,0
CUST-05929,Female,0,44,58.72,2475.54,Two year,Electronic check,4,0
CUST-05930,Female,0,2,81.32,158.06,Two year,Bank transfer,3,1
CUST-05931,Female,1,30,82.88,2308.24,One year,Bank transfer,2,0
CUST-05932,Male,0,5,105.73,496.3,Two year,Bank transfer,4,1
CUST-05933,Male,0,48,20.53,923.27,Month-to-month,Bank transfer,2,1
CUST-05934,Female,0,30,32.82,985.34,One year,Electronic check,8,0
CUST-05935,Male,0,31,106.23,3112.5,One year,Electronic check,5,1
CUST-05936,Female,0,12,67.61,791.55,One year,Electronic check,1,0
CUST-05937,Female,0,47,22.29,977.66,Two year,Electronic check,4,0
CUST-05938,Male,0,3,66.2,217.22,Two year,Mailed check,5,1
CUST-05939,Male,0,4,54.52,238.98,Month-to-month,Mailed check,4,0
CUST-05940,Female,0,59,70.56,3883.62,Month-to-month,Credit card,4,0
CUST-05941,Male,0,40,33.07,1430.61,Two year,Bank transfer,4,0
CUST-05942,Male,0,39,119.06,4954.44,Two year,Electronic check,5,0
CUST-05943,Male,0,44,118.56,4908.37,One year,Mailed check,8,0
CUST-05944,Male,0,50,55.64,2606.52,Two year,Credit card,8,0
CUST-05945,Male,1,64,30.1,1847.63,Two year,Mailed check,4,0
CUST-05946,Male,1,28,50.0,1286.83,Two year,Electronic check,2,0
CUST-05947,Female,1,43,104.86,4146.31,Two year,Bank transfer,6,0
CUST-05948,Male,0,39,87.83,3493.43,Month-to-month,Electronic check,7,0
CUST-05949,Male,1,15,99.78,1556.04,Two year,Credit card,7,0
CUST-05950,Male,0,25,110.25,2643.08,Two year,Bank transfer,4,0
CUST-05951,Male,0,6,86.67,485.74,Month-to-month,Credit card,3,1
CUST-05952,Female,0,17,46.7,728.33,Month-to-month,Credit card,2,0
CUST-05953,Male,1,14,116.49,1704.31,One year,Electronic check,4,0
CUST-05954,Female,1,10,39.28,432.03,One year,Bank transfer,7,0
CUST-05955,Female,0,53,23.02,1181.72,Two year,Electronic check,1,0
CUST-05956,Male,0,65,107.44,6915.97,One year,Electronic check,1,1
CUST-05957,Female,0,59,103.84,6169.54,One year,Credit card,1,1
CUST-05958,Male,0,13,61.43,771.23,Two year,Bank transfer,3,0
CUST-05959,Female,0,49,76.15,3935.65,One year,Bank transfer,2,0
CUST-05960,Female,0,11,76.97,895.27,Two year,Credit card,3,0
CUST-05961,Male,0,20,69.18,1504.66,Month-to-month,Mailed check,8,0
CUST-05962,Male,1,65,96.31,5745.4,One year,Mailed check,3,0
CUST-05963,Female,1,24,110.48,2800.52,One year,Electronic check,6,0
CUST-05964,Female,0,41,113.82,4903.5,Month-to-month,Bank transfer,8,0
CUST-05965,Male,1,8,82.03,711.54,One year,Electronic check,4,0
CUST-05966,Female,0,62,19.74,1197.6,Month-to-month,Credit card,2,0
CUST-05967,Female,1,68,118.19,8641.44,Month-to-month,Electronic check,3,0
CUST-05968,Male,0,56,35.15,1893.21,One year,Bank transfer,7,0
CUST-05969,Female,0,11,54.41,641.45,Two year,Bank transfer,1,1
CUST-05970,Female,1,10,109.88,1099.99,One year,Mailed check,1,0
CUST-05971,Male,1,18,59.31,965.62,One year,Mailed check,1,0
CUST-05972,Male,1,16,74.85,,Month-to-month,Mailed check,7,0
CUST-05973,Male,0,2,39.46,80.32,Month-to-month,Credit card,4,0
CUST-05974,Male,0,20,34.93,649.55,Month-to-month,Credit card,6,1
CUST-05975,Female,0,64,104.58,6824.72,One year,Credit card,4,0
CUST-05976,Female,0,58,29.8,1824.27,Month-to-month,Electronic check,3,0
CUST-05977,Male,0,14,88.42,1186.94,One year,Mailed check,3,0
CUST-05978,Female,0,5,38.32,174.62,One year,Credit card,7,0
CUST-05979,Female,1,65,42.18,2723.64,Month-to-month,Mailed check,8,0
CUST-05980,Female,0,69,117.67,8373.03,One year,Electronic check,6,0
CUST-05981,Female,1,37,56.62,1914.41,One year,Bank transfer,6,0
CUST-05982,Female,0,42,77.34,3300.05,One year,Bank transfer,6,0
CUST-05983,Female,0,62,63.23,4159.37,Two year,Mailed check,1,0
CUST-05984,Male,1,8,43.89,333.07,Month-to-month,Electronic check,6,1
CUST-05985,Male,0,53,70.85,3680.1,Month-to-month,Mailed check,4,1
CUST-05986,Male,0,21,96.37,2026.34,Month-to-month,Bank transfer,6,1
CUST-05987,Female,0,15,120.0,1857.06,One year,Bank transfer,8,0
CUST-05988,Female,0,40,27.66,1091.15,Month-to-month,Credit card,3,0
CUST-05989,Male,0,29,63.04,1710.99,Two year,Credit card,1,0
CUST-05990,Female,0,56,81.24,4196.59,Two year,Electronic check,7,0
CUST-05991,Male,0,54,44.03,2376.3,Two year,Bank transfer,5,0
CUST-05992,Female,0,30,103.38,2953.49,Two year,Mailed check,8,0
CUST-05993,Female,0,55,46.56,2595.39,Two year,Electronic check,5,0
CUST-05994,Female,1,30,101.69,2861.02,Month-to-month,Credit card,1,1
CUST-05995,Female,0,35,31.29,1102.14,One year,Mailed check,5,0
CUST-05996,Male,0,59,32.97,1836.37,Month-to-month,Bank transfer,7,1
CUST-05997,Male,0,6,32.31,175.91,Month-to-month,Credit card,4,0
CUST-05998,Female,0,54,86.06,4362.32,Two year,Electronic check,1,0
CUST-05999,Male,0,63,28.14,1746.09,Month-to-month,Bank transfer,3,1
CUST-06000,Male,0,26,111.12,2683.51,One year,Mailed check,3,0
CUST-06001,Male,0,34,29.38,1028.24,Month-to-month,Credit card,4,0
CUST-06002,Female,0,66,28.72,1759.83,Two year,Bank transfer,8,0
CUST-06003,Female,0,18,60.53,1108.02,Two year,Mailed check,3,0
CUST-06004,Male,0,58,104.51,6295.16,Two year,Credit card,7,0
CUST-06005,Female,1,51,83.38,4264.24,One year,Mailed check,8,0
CUST-06006,Female,0,10,60.61,574.23,Two year,Credit card,1,0
CUST-06007,Female,0,25,117.22,2729.76,Month-to-month,Bank transfer,6,1
CUST-06008,Male,0,60,78.63,,Two year,Credit card,7,0
CUST-06009,Female,1,47,28.66,1240.83,Two year,Electronic check,4,0
CUST-06010,Male,0,66,102.58,6959.07,Two year,Credit card,1,1
CUST-06011,Male,0,68,35.89,2602.92,Month-to-month,Mailed check,6,0
CUST-06012,Male,0,63,60.31,3496.94,Two year,Bank transfer,6,0
CUST-06013,Male,0,56,92.91,4846.2,One year,Credit card,1,0
CUST-06014,Male,1,14,90.83,1347.75,One year,Electronic check,3,1
CUST-06015,Female,1,36,95.68,3240.08,Month-to-month,Bank transfer,8,0
CUST-06016,Female,0,57,72.98,,One year,Bank transfer,2,0
CUST-06017,Female,0,22,53.76,1124.59,Two year,Credit card,4,0
CUST-06018,Male,0,69,108.17,6937.72,Two year,Bank transfer,6,0
CUST-06019,Male,0,62,90.77,6030.54,One year,Credit card,8,0
CUST-06020,Female,0,39,62.05,2517.7,One year,Mailed check,7,0
CUST-06021,Male,0,53,112.99,5491.5,Month-to-month,Credit card,2,0
CUST-06022,Male,0,19,85.59,1514.91,Two year,Electronic check,5,0
CUST-06023,Female,1,22,47.51,1101.49,One year,Credit card,7,0
CUST-06024,Female,0,39,40.39,1613.44,One year,Bank transfer,5,0
CUST-06025,Female,0,26,117.68,3004.42,One year,Bank transfer,6,0
CUST-06026,Female,0,40,80.71,3018.85,One year,Bank transfer,1,0
CUST-06027,Male,0,0,20.86,0.0,Two year,Credit card,2,0
CUST-06028,Male,0,3,66.45,187.7,Month-to-month,Mailed check,6,1
CUST-06029,Male,0,35,119.13,4528.29,One year,Bank transfer,8,0
CUST-06030,Female,0,26,43.65,1156.96,Month-to-month,Credit card,3,1
CUST-06031,Female,0,16,61.87,962.46,One year,Credit card,8,0
CUST-06032,Male,0,49,60.14,2720.28,Month-to-month,Mailed check,8,0
CUST-06033,Female,0,40,104.27,4223.19,Month-to-month,Electronic check,8,0
CUST-06034,Female,0,61,118.16,7413.39,Month-to-month,Credit card,7,1
CUST-06035,Female,0,13,81.59,,Two year,Credit card,1,0
CUST-06036,Female,0,21,51.79,1182.73,Two year,Credit card,7,0
CUST-06037,Male,0,8,86.77,730.15,Month-to-month,Credit card,8,0
CUST-06038,Female,0,58,57.8,3134.96,Two year,Mailed check,8,0
CUST-06039,Female,0,46,60.34,2976.2,Month-to-month,Mailed check,5,0
CUST-06040,Male,0,72,43.42,3360.3,Two year,Electronic check,5,0
CUST-06041,Female,0,66,113.48,7164.34,Month-to-month,Bank transfer,3,0
CUST-06042,Female,0,44,47.86,2240.6,Month-to-month,Mailed check,2,1
CUST-06043,Female,0,8,46.32,377.15,One year,Electronic check,2,0
CUST-06044,Female,0,14,54.02,774.86,Two year,Bank transfer,7,0
CUST-06045,Male,0,54,58.6,3261.59,One year,Credit card,5,0
CUST-06046,Female,0,62,81.76,5283.72,One year,Credit card,6,0
CUST-06047,Male,0,34,92.83,3041.12,Two year,Bank transfer,8,0
CUST-06048,Female,0,19,102.62,2067.97,Month-to-month,Credit card,8,1
CUST-06049,Female,0,54,30.24,1570.11,Two year,Mailed check,3,0
CUST-06050,Female,0,18,27.2,535.43,One year,Mailed check,4,0
CUST-06051,Female,1,5,65.21,303.74,Month-to-month,Credit card,3,1
CUST-06052,Female,0,32,29.49,1016.24,One year,Bank transfer,8,0
CUST-06053,Male,0,26,79.24,2089.58,Month-to-month,Mailed check,8,1
CUST-06054,Male,0,0,62.76,0.0,One year,Electronic check,8,1
CUST-06055,Female,0,11,26.52,264.12,One year,Electronic check,8,0
CUST-06056,Female,0,42,18.29,,Month-to-month,Credit card,1,0
CUST-06057,Male,0,27,44.1,1261.22,One year,Electronic check,3,0
CUST-06058,Male,1,3,71.71,195.42,One year,Credit card,3,0
CUST-06059,Female,1,13,37.11,484.0,Month-to-month,Electronic check,8,0
CUST-06060,Male,1,53,85.32,4772.0,Month-to-month,Credit card,3,0
CUST-06061,Male,0,9,69.96,566.78,One year,Electronic check,4,0
CUST-06062,Male,0,40,41.41,1690.68,Two year,Electronic check,8,0
CUST-06063,Male,0,62,84.02,4915.92,One year,Mailed check,5,1
CUST-06064,Female,0,36,85.74,3091.38,One year,Credit card,5,0
CUST-06065,Male,0,54,101.21,5969.56,Two year,Bank transfer,4,0
CUST-06066,Male,0,12,87.72,948.12,One year,Bank transfer,7,0
CUST-06067,Female,0,4,97.29,417.75,Two year,Credit card,3,1
CUST-06068,Female,0,58,82.33,4561.12,One year,Electronic check,8,0
CUST-06069,Male,1,65,22.96,1527.64,Two year,Credit card,6,0
CUST-06070,Male,1,45,44.24,1852.32,Month-to-month,Mailed check,7,1
CUST-06071,Male,0,6,40.23,221.06,Month-to-month,Credit card,1,0
CUST-06072,Male,0,62,57.06,3416.8,Two year,Bank transfer,1,1
CUST-06073,Male,0,65,117.66,7468.79,One year,Bank transfer,5,0
